x, y
3862.352977079504, 7776.5362164132
3855.2941715016086, 7296.089396041146
3875.2941355985754, 6938.547427546894
3844.705918255974, 6145.251331464478
3883.529393813189, 5463.687073897569
3836.4705702837778, 4782.1230294422285
3895.294099695542, 3709.497123959474
3824.7058644014246, 3072.625985399593
3814.117700913373, 2212.2907435855573
3905.8823529411766, 2089.3858917077555
3803.529447667739, 1564.2457392171043
3916.4706061868105, 1162.0112910505318
3796.4706420898438, 1027.933425810435
3783.5293938131895, 815.6427621417142
3771.7646879308363, 581.0060717484054
3763.5294297162227, 446.92735406202956
3751.7647238338695, 324.0225021842261
3738.8235653147976, 223.463677031014
3716.4706061868105, 201.1176503064242
3700, 122.90485187780189
3684.7059362074906, 89.38581179091561
3924.7058644014246, 625.6981251975866
3934.1176650103403, 346.3685289088159
3944.705918255974, 178.7707711355554
