x, y
6704.054005290573, 21.638354086092164
6726.52024070741, 43.27670817218411
6750.168890575145, 74.18860888958902
6772.635125991982, 91.19013070025292
6796.283775859718, 112.82848478634487
6821.114840178352, 180.83457202900098
6842.398661144291, 225.65685165314642
6867.229725462925, 253.4776094666282
6890.878375330661, 352.39565638646064
6913.344610747497, 480.68009153150786
6938.1756750661325, 570.3245918200274
6960.641910482969, 754.2503657127231
6985.472974801603, 948.9953756082363
7006.756795767542, 1035.548703512947
7030.405445635277, 1071.0973775460081
7054.054095503013, 1018.5471522223972
7076.52024070741, 1064.9150032985044
7101.351395238485, 1003.0912018636947
7125.00004510622, 958.2689222395493
7147.466190310617, 816.0741671475328
7172.2973448416915, 777.4342912507767
7193.58107559519, 570.3245918200274
