x, y
5468.350157603507, 3604.1668812157923
5489.562314234202, 3421.8752157563954
5508.4175146233265, 3421.8752157563954
5450.673390380824, 3468.7501955777398
5428.2828904923745, 3250.0001572900337
5408.249167028121, 2807.2918268886424
5388.215533472555, 2218.7501045150884
5370.5387662498715, 1713.5419334733363
5350.505042785618, 1239.5834840696161
5331.649842396493, 880.2084069768036
5309.259252599356, 671.875075023208
5289.22561904379, 500.0003145800682
5270.370418654666, 359.37507709281346
5249.158262023971, 281.2500776102145
5227.946195301963, 234.37499844779623
5207.912471837709, 135.41698366127488
5187.878838282143, 98.95841215081782
5167.845114817889, 41.66682533643839
5528.45123808758, 3067.7084918306373
5588.552228662967, 2817.7083345406036
5549.663304809588, 2453.1251029628843
5569.697028273842, 1703.1252271392268
5610.942818460103, 416.6666639071929
