x, y
4329.152547435767, 32.66787636185468
4351.694941335768, 64.60981099282893
4370.677976534307, 93.64792331447755
4389.661011732846, 107.44098235861762
4409.830469659122, 129.94556371653835
4430.00001810365, 198.91105278755197
4450.169476029926, 215.60798952682143
4469.152511228466, 284.57350629073693
4488.135636945257, 346.27949497424027
4510.677940327007, 394.1923692277997
4530.847488771534, 498.0036221623387
4549.830523970074, 482.7586173474084
4566.44071371314, 480.5807506154142
4588.983107613141, 397.0961776906744
4610.338988267154, 366.6061680608139
4630.508536711682, 302.7223264917673
4649.491571910221, 215.60798952682143
4667.288184381024, 175.68058508455456
4689.830578281025, 169.146943349219
4706.44067750584, 48.6388159844399
