x, y
6772.954889003125, 5.513025773535773
6797.495864332794, 13.476290416911695
6822.036750504253, 22.66465112799813
6846.577636675714, 36.75344284434566
6867.612732913084, 55.742759034792954
6890.985022439848, 77.18226736066111
6916.694505256004, 110.87292330131127
6938.898198138071, 146.4012467107367
6962.270487664835, 178.86678321646667
6985.642777191598, 242.57273679300647
7007.846470073665, 295.2526855568942
7031.218759600429, 381.62327857782725
7055.759645771888, 427.56507629145676
7079.131935298652, 409.8009087449416
7102.504224825416, 362.0214143535247
7123.539231904577, 339.96936967740606
7149.248803878942, 290.96477921827864
7170.283810958104, 197.85605267249466
7195.993382932469, 212.55743915711673
