x, y
5487.50002255311, 4706.689624644909
5475.675697619242, 4679.245265734891
5499.324347486978, 4624.35680964366
5465.0337871362735, 4377.358495504318
5513.513591535083, 4240.137224411838
5524.155411805612, 3876.50090836253
5454.391966865744, 3862.778728907522
5439.02030836674, 3554.0308689494445
5534.797322288581, 3492.281192266307
5550.1689807875855, 3094.339558443879
5560.810891270555, 2675.81478630334
5427.195983432872, 2861.063554623947
5413.006829597207, 2511.1491563008435
5405.912162466934, 2264.150973025903
5391.723008631268, 1825.0428008384492
5381.081098148299, 1564.3219146508923
5366.891944312634, 1303.6020753785506
5357.432448280564, 1084.0477275560197
5346.790537797595, 981.1317742366604
5334.9662128637265, 871.3548620541993
5323.141887929859, 768.4389087348395
5308.952734094193, 720.4116732355145
5298.310823611225, 596.9123198692406
5286.486498677356, 562.6070020961209
5275.844588194388, 500.857325412984
5259.290605456925, 439.1081721874545
5247.466280523057, 370.4975366412153
5235.641955589189, 329.33073654738604
5222.635125991983, 295.0254187742664
5201.351395238485, 253.8591421380436
5214.358134623251, 226.41478322802624
5189.527070304616, 219.553824364924
5177.702745370749, 150.94318881868384
5162.331086871744, 137.22127109247936
5151.689176388775, 109.776912182462
5138.6824370040085, 82.33255327244464
5572.635216204422, 2140.651881388433
5584.459541138291, 2154.3737991146377
5597.466280523056, 1406.5180286979098
