x, y
5905.373839480731, 86.0832151867202
5928.738327960968, 97.56080207486713
5950.934609842882, 149.2108187552742
5973.130802596347, 212.3384223238274
5997.663586803356, 269.7272324483083
6022.196281881916, 413.19925775950946
6045.560770362152, 499.28247294622963
6067.757052244067, 602.5825063070438
6093.457953920948, 814.920928630872
6115.654235802863, 981.3485655602393
6137.8505176847775, 1314.2036204980382
6161.2150061650145, 1670.0142870540042
6182.242992320158, 2197.99138398341
6206.775687398716, 2743.1850801659734
6230.140175878953, 3500.717417593302
6253.50466435919, 3994.261206555927
6275.700946241106, 3931.133493526904
6301.401937046437, 3925.3945906223626
6323.5981297999015, 3827.8335696265585
6348.130914006911, 3592.5394262240957
6370.327106760375, 2536.5854512862193
6392.52338864229, 2094.6915695435328
