x, y
4665.294063792509, 9327.052457082955
4675.882317038144, 9327.052457082955
4686.470570283777, 8923.284059687283
4651.176452636719, 8667.56404472063
4701.7647238338695, 7765.814491237255
4642.941194422105, 7604.306464835287
4628.823493508731, 6527.590652877127
4717.058787626379, 6473.755157494702
4726.470588235294, 5275.908325735066
4615.88233498966, 5195.1548259523115
4737.058841480928, 4427.994524343232
4604.117629107307, 4199.19225706779
4595.882370892693, 3162.852938291892
4750, 3580.0807229513994
4759.411710851333, 2759.0849259598936
4584.11766501034, 2341.8566278821563
4772.352959127988, 1790.0398480574704
4571.176416733686, 1776.58110256642
4790.000017951516, 1157.4695684500298
4799.411728802849, 713.3237793901935
4560.588253245634, 1440.107331107896
4548.823547363281, 1224.764322741734
4533.529393813189, 1009.4213143755704
4519.411782657399, 834.454542482554
4507.647076775046, 713.3237793901935
4498.2352761661305, 619.1115341163903
4482.941122616038, 497.9807710240299
4472.352959127988, 417.2272712412789
4458.235258214614, 363.391262440621
4442.941194422105, 269.1790171668197
4429.99994614545, 242.26049934826054
4420.588235294118, 174.9657450565561
4406.4705343807445, 161.50699956550767
4395.882370892693, 80.75349978275287
