x, y
3597.122273200721, 15.189898274477303
3622.302199735331, 85.23211398679604
3646.2830124505485, 174.68357262419966
3667.8656890065195, 232.06746466086932
3690.647479381884, 322.3628888030031
3715.8273144369537, 472.5738439637074
3738.6091048123176, 576.3713078018146
3762.589917527535, 482.70043208284693
3784.1726855630463, 453.16456884708623
3809.352520618116, 335.02111590404337
3834.532355673186, 255.69621319424306
3856.115123708698, 156.11813424616366
3881.2949587637677, 119.83125518635833
3902.8776353197386, 66.66667560876004
3925.659425695103, 18.565438378035992
