x, y
-25.742522028618396, 435.4948725033466
6.93070079767449, 417.74742974195107
22.772345785823234, 404.09555269771516
-9.900952579031298, 393.17406147788205
37.6238313082913, 369.28327665046925
53.46540075787823, 369.28327665046925
70.29705413458413, 320.81911053954303
86.13862358417123, 284.6416415800958
103.96043642655752, 237.5426553619264
120.79208980326348, 232.76449318866605
136.63373479141205, 167.23549379188947
152.47530424099915, 152.2183717576742
168.3168736905862, 116.04095487600499
183.16835921305426, 96.24572274630738
200.99017205544072, 74.40274030664112
214.85149811222823, 42.320798006020084
230.69314310037703, 30.716723349530785
249.5049643313206, 26.621170651815564
264.3564498537887, 10.23890778317696
280.1980948419373, 10.23890778317696
-41.58409147820544, 378.83958797754553
-56.435577000673504, 367.9180576993789
-73.26730591594105, 328.32763249831714
-88.11879143840918, 279.1808699312902
-104.95044481511496, 269.6245716236585
-121.78217373038257, 219.11261614443018
-138.6138271070884, 178.83959448726776
-150.4949853096383, 152.90100727210842
-168.3167981520247, 94.19792035856067
-184.1583676016117, 100.34127544402241
-199.99993705119869, 75.76790717995347
-214.8514225736668, 70.30713553114799
-230.69306756181544, 30.716723349530785
-247.52472093852134, 13.651877044235915
-265.34653378090775, 16.3822628686387
-280.1980193033759, 4.7781361343713895
-293.0692614330446, 2.7303858244027857
