x, y
-13.861399850232146, 152.13607495372793
11.88115670674074, 149.76265733248914
38.61379706618328, 131.96202517319824
66.3365967666478, 123.4177253582865
94.05932092856017, 109.4145577714298
118.81179368306334, 79.98417564652097
147.52467718599758, 62.6582288222518
174.25739308399233, 43.670887852341515
199.99994964096533, 20.64874416942105
227.7226738028777, 10.205703014422548
253.46530589840268, 6.882914723140338
-41.58419955069667, 127.92721340631836
-68.31683991013938, 114.87341648950506
-95.0495558081341, 96.36076085461647
-122.77227997004647, 65.03164644349057
-147.52475272454964, 56.72468476915483
-174.2574686225445, 36.075958707473156
-200.00002517951737, 16.376585208095474
-226.73266553896008, 11.867088106193911
-253.46538143695477, 4.272158961325575
-282.178264939889, 2.3734176212387754
