x, y
-10.31099456827127, 63.880596684452335
9.328938003371377, 54.02985067073196
29.950852219516833, 56.01990044715464
48.60880314665667, 49.054726229675275
69.23071736280201, 41.09452712398455
88.87064993444466, 43.184077870940875
109.49263907098697, 39.80099552845356
150.73646750327765, 32.03980215954886
130.1145532871323, 26.9651729522398
168.4124367859149, 15.92039821138143
208.6742835737029, 14.825872352636438
189.03435100206025, 10.845772799791083
228.31421614534554, 8.059700076224365
249.91811200599352, 3.1840766057013052
270.54002622213886, 1.8905488058890267
-30.93290878441661, 61.990049776422666
-48.60887806705381, 57.91044735518431
-70.2127739277019, 49.154227200208915
-108.51065742648441, 49.95025014735296
-87.88874321033896, 39.10447734756188
-130.11455328713237, 33.93034716971917
-149.7544858587751, 38.109452459350535
-169.39441843041766, 19.900497764226785
-189.0343510020603, 16.81592212905912
-209.65626521820565, 16.81592212905912
-229.2961977898483, 10.845772799791083
-247.9541487169882, 11.641788155497695
-268.5760629331335, 7.860698135157064
-290.18003371417865, 4.179101493912654
