x, y
9.03007575681221, 1593.4343663007319
25.08356928528781, 1459.5959484060247
39.13040482861476, 1343.4343181353604
56.187227349664965, 1176.7676835789414
73.2441264198103, 1103.5353189925113
86.28755642146763, 964.6464247519145
102.34112649903852, 792.9292656842343
119.39794902008873, 696.9696852932433
137.4581770828084, 560.6060051429056
150.50160708446577, 411.6160618797865
167.5585061546111, 303.0303147067569
183.6119996830867, 217.17168700754533
200.66882220413675, 166.66663455641907
214.71565774746375, 126.2626311278155
229.76582228336508, 73.23217192494467
244.8159868192664, 42.92921751886308
260.8694803477422, 25.252526225562956
278.9297084104618, 17.676691293300117
290.96980941954484, 10.100856361036922
-7.023417771663389, 1477.2726396993246
-22.073582307564834, 1467.1717351729164
-38.12707583604055, 1356.0606294135134
-55.18397490618591, 1181.8182080902027
-70.23413944208718, 1083.3333172782095
-86.28763297056292, 946.9696371278719
-103.3444554916129, 777.7777884811936
-120.40135456175838, 669.1918486466783
-137.4581770828084, 520.2020017143019
-150.50168363356102, 404.04041960900906
-168.5618351471854, 315.65657781953803
-181.60534169793803, 227.27273603006768
-199.6655697606577, 164.14142046615993
-211.70567076974072, 90.9090558797302
-230.7692278250348, 65.65652965416689
-247.8260503460848, 25.252526225562956
-262.87621488198613, 17.676691293300117
-276.9230504253131, 17.676691293300117
-291.9732149612144, 10.100856361036922
