x, y
-7.487482905268507, 1065.6566280931602
8.48587997070615, 999.9999999999999
22.462601049809734, 971.3805207351127
39.43428482421973, 872.0539208138792
56.40596859863001, 816.498374177837
72.37940764160669, 696.969707673113
88.35277051758135, 584.1751382867994
103.32781249512055, 550.5051022382288
117.30453357422414, 469.69696434526156
135.2745382470697, 346.8013456120785
152.24629818848217, 306.3972766655948
168.21966106445666, 217.17175820147935
185.19134483886677, 158.24919511648082
200.16638681640586, 106.06053648840088
216.13974969238052, 70.70702432560059
231.11479166991955, 45.45449728917274
247.08823071289635, 15.151541910055636
263.061593588871, 13.467937354831639
278.03663556641004, 10.10098512637245
-25.45756374511626, 895.6229396258288
-40.43260572265547, 890.5723828421454
-57.40428949706546, 799.6633561535518
-72.37933147460458, 671.7171806366852
-86.35605255370831, 584.1751382867994
-103.32781249512061, 483.16503014108764
-120.29949626953066, 429.29295961927517
-136.27285914550532, 356.9023949589478
-152.2462220214799, 227.27274332785157
-168.21966106445674, 186.8686743813681
-183.19470304199587, 149.8316861043382
-200.16638681640592, 84.17509012142663
-214.14310789550956, 42.08754506071355
-230.11647077148416, 28.619479264887275
-248.086551611332, 8.417509012142855
-263.0615935888711, 5.050428342689024
-279.0349564648457, 5.050428342689024
-291.0149595800761, 5.050428342689024
